t,lat,lon,speed_kmh,R_gps,dir_gps,R_osm,dir_osm,road_name,quality
0.0,43.49463055555556,13.500294444444444,39.3068,568.7,left,59.0,right,Via Ancona,ok
0.1,43.49462777777778,13.500308333333333,39.668,111.7,right,59.0,right,Via Ancona,ok
0.2,43.494625,13.500319444444445,39.2994,73.2,right,59.0,right,Via Ancona,ok
0.3,43.494622222222226,13.500347222222222,39.2235,102.3,right,59.0,right,Via Ancona,ok
0.4,43.494619444444446,13.500361111111111,38.7494,132.6,right,59.0,right,Via Ancona,ok
0.5,43.494616666666666,13.500372222222222,38.5994,423.7,right,59.0,right,Via Ancona,ok
0.6,43.494616666666666,13.50038611111111,38.6179,125.4,right,59.0,right,Via Ancona,ok
0.7,43.49461388888889,13.5004,38.2068,29.3,right,59.0,right,Via Ancona,ok
0.8,43.49461111111111,13.500411111111111,38.3234,27.4,right,59.0,right,Via Ancona,ok
0.9,43.49460833333333,13.500425,38.7661,39.2,right,59.0,right,Via Ancona,ok
1.0,43.49460277777778,13.500438888888889,38.7272,,straight,59.0,right,Via Ancona,ok
1.1,43.4946,13.50045,0.0,,straight,59.0,left,Via Ancona,ok
1.2,43.494597222222225,13.500461111111111,38.8087,,straight,59.0,right,Via Ancona,ok
1.3,43.494597222222225,13.500461111111111,38.8087,48.1,right,59.0,right,Via Ancona,ok
1.4,43.494591666666665,13.500475,39.3124,35.9,right,59.0,right,Via Ancona,ok
1.5,43.49458888888889,13.500486111111112,39.3087,,straight,59.0,right,Via Ancona,ok
1.6,43.49458333333333,13.5005,0.0,,straight,38.5,left,Via Ancona,ok
1.7,43.494575,13.500525,38.8976,,straight,38.5,right,Via Ancona,ok
1.8,43.494569444444444,13.500536111111112,37.929,,straight,38.5,right,Via Ancona,ok
1.9,43.49456666666667,13.500547222222222,37.6475,,straight,38.5,right,Via Ancona,ok
2.0,43.49456111111111,13.500558333333334,0.0,,straight,38.5,left,Via Ancona,ok
2.1,43.49455833333334,13.500569444444444,37.2104,,straight,38.5,right,Via Ancona,ok
2.2,43.49455277777778,13.500580555555555,39.0513,24.6,right,38.5,right,Via Ancona,ok
2.3,43.494547222222224,13.500591666666667,39.0513,74.0,right,38.5,right,Via Ancona,ok
2.4,43.494547222222224,13.500591666666667,39.0513,100.2,right,38.5,right,Via Ancona,ok
2.5,43.49453611111111,13.500616666666666,39.2476,61.2,right,38.5,right,Via Ancona,ok
2.6,43.494530555555556,13.500627777777778,39.1865,91.0,right,38.5,right,Via Ancona,ok
2.7,43.494525,13.500638888888888,38.929,100.7,right,38.5,right,Via Ancona,ok
2.8,43.49451666666667,13.500647222222222,38.5975,,straight,38.5,right,Via Ancona,ok
2.9,43.49451111111111,13.500658333333334,0.0,,straight,38.5,left,Via Ancona,ok
3.0,43.494505555555556,13.500669444444444,38.2086,,straight,38.5,right,Via Ancona,ok
3.1,43.4945,13.500680555555556,38.5753,46.3,right,38.5,right,Via Ancona,ok
3.2,43.49449444444445,13.500688888888888,37.9364,301.9,right,,straight,Via Ancona,ok
3.3,43.49449444444445,13.500688888888888,37.9364,49.3,right,,straight,Via Ancona,ok
3.4,43.494480555555555,13.50071111111111,37.9734,43.2,right,,straight,Via Ancona,ok
3.5,43.494475,13.500719444444444,38.5438,272.6,right,,straight,Via Ancona,ok
3.6,43.49446944444445,13.500730555555556,38.0697,233.0,right,,straight,Via Ancona,ok
3.7,43.494461111111114,13.50073888888889,38.3901,,straight,,straight,Via Ancona,ok
3.8,43.494455555555554,13.500747222222222,0.0,,straight,,straight,Via Ancona,ok
3.9,43.49444722222222,13.500758333333334,38.3457,,straight,,straight,Via Ancona,ok
4.0,43.49444166666667,13.500766666666667,38.2605,99.8,right,,straight,Via Ancona,ok
4.1,43.49443333333333,13.500775,37.8493,69.6,right,,straight,Via Ancona,ok
4.2,43.49442777777778,13.500783333333333,38.4123,89.2,right,,straight,Via Ancona,ok
4.3,43.49442777777778,13.500783333333333,38.4123,489.1,left,,straight,Via Ancona,ok
4.4,43.49441388888889,13.500802777777778,37.3122,742.3,left,,straight,Via Ancona,ok
4.5,43.49440555555556,13.500811111111112,37.44,121.6,right,,straight,Via Ancona,ok
4.6,43.4944,13.500819444444444,36.5677,,straight,,straight,Via Ancona,ok
4.7,43.494391666666665,13.500827777777777,0.0,,straight,,straight,Via Ancona,ok
4.8,43.49438611111111,13.500836111111111,36.6066,,straight,,straight,Via Ancona,ok
4.9,43.49437777777778,13.500844444444445,35.6158,31.7,right,,straight,Via Ancona,ok
5.0,43.494372222222225,13.50085,36.2992,43.4,right,,straight,Via Ancona,ok
5.1,43.49436388888889,13.500858333333333,36.1362,52.5,right,,straight,Via Ancona,ok
5.2,43.49435555555556,13.500866666666667,36.0233,80.2,right,,straight,Via Ancona,ok
5.3,43.49435555555556,13.500866666666667,36.0233,63.4,right,,straight,Via Ancona,ok
5.4,43.49434166666667,13.500880555555556,36.2677,34.2,right,,straight,Via Ancona,ok
5.5,43.49433333333334,13.500886111111111,36.0084,,straight,,straight,Via Ancona,ok
5.6,43.494325,13.500891666666666,0.0,,straight,,straight,Via Ancona,ok
5.7,43.49431666666667,13.5009,35.7214,,straight,,straight,Via Ancona,ok
5.8,43.494308333333336,13.500905555555555,36.4196,47.9,right,,straight,Via Ancona,ok
5.9,43.4943,13.500911111111112,36.5344,45.1,right,,straight,Via Ancona,ok
6.0,43.49429166666667,13.500916666666667,36.6437,162.0,right,,straight,Via Ancona,ok
6.1,43.49428611111111,13.500922222222222,36.7566,,straight,,straight,Via Ancona,ok
6.2,43.494275,13.500927777777777,0.0,,straight,,straight,Via Ancona,ok
6.3,43.49426666666667,13.500933333333334,36.9993,,straight,,straight,Via Ancona,ok
6.4,43.49426666666667,13.500933333333334,36.9993,,straight,,straight,Via Ancona,ok
6.5,43.49425,13.500944444444444,0.0,,straight,,straight,Via Ancona,ok
6.6,43.49424166666667,13.50095,37.3734,,straight,,straight,Via Ancona,ok
6.7,43.494233333333334,13.500955555555555,37.303,60.3,right,,straight,Via Ancona,ok
6.8,43.494225,13.500961111111112,37.3771,46.8,right,,straight,Via Ancona,ok
6.9,43.49421666666667,13.500963888888888,35.6306,47.5,right,,straight,Via Ancona,ok
7.0,43.49420833333333,13.500969444444445,35.7362,81.3,right,,straight,Via Ancona,ok
7.1,43.4942,13.500972222222222,35.7103,83.0,right,,straight,Via Ancona,ok
7.2,43.494191666666666,13.500977777777777,35.6584,114.7,right,,straight,Via Ancona,ok
7.3,43.494191666666666,13.500977777777777,35.6584,,straight,,straight,Via Ancona,ok
7.4,43.494172222222225,13.50098611111111,0.0,,straight,,straight,Via Ancona,ok
7.5,43.49416388888889,13.50098888888889,34.9732,,straight,,straight,Via Ancona,ok
7.6,43.49415833333333,13.500991666666666,34.0379,108.3,right,,straight,Via Ancona,ok
7.7,43.49415,13.500994444444444,34.4731,129.1,right,,straight,Via Ancona,ok
7.8,43.49414166666667,13.500997222222223,33.7971,59.8,right,,straight,Via Ancona,ok
7.9,43.49413333333334,13.501,34.0157,100.3,right,,straight,Via Ancona,ok
8.0,43.494125000000004,13.501002777777778,33.9416,125.6,right,,straight,Via Ancona,ok
8.1,43.49411666666667,13.501005555555556,33.8453,48.5,right,,straight,Via Ancona,ok
8.2,43.49410833333334,13.501008333333333,33.8453,62.6,right,,straight,Via Ancona,ok
8.3,43.49410833333334,13.501008333333333,33.8453,168.3,right,,straight,Via Ancona,ok
8.4,43.49409166666667,13.501013888888888,33.7583,101.4,right,,straight,Via Ancona,ok
8.5,43.494083333333336,13.501016666666667,33.2804,216.2,right,,straight,Via Ancona,ok
8.6,43.494075,13.501019444444445,33.1915,179.1,right,,straight,Via Ancona,ok
8.7,43.49406666666667,13.501022222222222,33.1434,64.7,right,,straight,Via Ancona,ok
8.8,43.494058333333335,13.501022222222222,33.7768,80.8,right,,straight,Via Ancona,ok
8.9,43.49404722222222,13.501025,34.3898,456.1,left,,straight,Via Ancona,ok
9.0,43.49403888888889,13.501027777777777,34.4842,196.0,right,,straight,Via Ancona,ok
9.2,43.494030555555554,13.501027777777777,34.5324,,straight,,straight,Via Ancona,ok
9.3,43.49402222222222,13.501030555555555,0.0,,straight,,straight,Via Ancona,ok
9.4,43.49401388888889,13.501033333333334,34.8824,,straight,,straight,Via Ancona,ok
9.6,43.49399722222223,13.50103611111111,35.3065,224.8,right,,straight,Via Ancona,ok
9.7,43.49398611111111,13.501038888888889,35.3639,562.8,right,,straight,Via Ancona,ok
9.8,43.49397777777778,13.501038888888889,35.6566,1418.7,left,,straight,Via Ancona,ok
9.9,43.493969444444446,13.501041666666667,36.0566,956.4,left,,straight,Via Ancona,ok
10.0,43.49396111111111,13.501044444444444,35.6325,283.6,right,,straight,Via Ancona,ok
10.0,43.49395,13.501044444444444,35.9621,,straight,,straight,Via Ancona,ok
10.1,43.493941666666665,13.501047222222223,0.0,,straight,,straight,Via Ancona,ok
10.2,43.49393333333333,13.501047222222223,36.4807,,straight,,straight,Via Ancona,ok
10.3,43.49393333333333,13.501047222222223,36.4807,147.0,left,,straight,Via Ancona,ok
10.4,43.49391388888889,13.50105,36.9826,367.9,left,,straight,Via Ancona,ok
10.6,43.49390555555556,13.501052777777778,36.5214,379.1,right,,straight,Via Ancona,ok
10.7,43.49389722222222,13.501055555555556,36.9326,587.8,right,,straight,Via Ancona,ok
10.8,43.493877777777776,13.501058333333333,37.4123,,straight,,straight,Via Ancona,ok
10.9,43.49386666666667,13.501061111111111,37.5456,,straight,,straight,Via Ancona,ok
11.0,43.493858333333336,13.501061111111111,0.0,,straight,,straight,Via Ancona,ok
11.1,43.49385,13.501063888888888,37.8549,,straight,,straight,Via Ancona,ok
11.2,43.49383888888889,13.501066666666667,38.0456,432.5,left,,straight,Via Ancona,ok
11.3,43.49383888888889,13.501066666666667,38.0456,137.6,right,,straight,Via Ancona,ok
11.4,43.49381944444445,13.501069444444445,38.855,174.2,right,,straight,Via Ancona,ok
11.5,43.493811111111114,13.501072222222222,38.9272,243.0,right,,straight,Via Ancona,ok
11.6,43.4938,13.501072222222222,39.0402,194.2,right,,straight,Via Ancona,ok
11.7,43.493788888888886,13.501075,39.4346,298.9,right,,straight,Via Ancona,ok
11.8,43.49378055555556,13.501075,39.718,,straight,,straight,Via Ancona,ok
11.9,43.493769444444446,13.501077777777779,0.0,,straight,,straight,Via Ancona,ok
12.0,43.49376111111111,13.501077777777779,39.7736,,straight,,straight,Via Ancona,ok
12.1,43.49375,13.501080555555555,39.9458,343.7,left,,straight,Via Ancona,ok
12.2,43.49373888888889,13.501083333333334,40.5718,403.6,left,,straight,Via Ancona,ok
12.3,43.49373888888889,13.501083333333334,40.5718,,straight,,straight,Via Ancona,ok
12.4,43.493719444444444,13.50108611111111,41.0088,870.2,left,,straight,Via Ancona,ok
12.5,43.49370833333334,13.501088888888889,40.8736,139.9,left,,straight,Via Ancona,ok
12.6,43.493700000000004,13.501088888888889,41.4867,223.8,left,,straight,Via Ancona,ok
12.7,43.49368888888889,13.501091666666667,41.8052,,straight,,straight,Via Ancona,ok
12.9,43.49366666666667,13.501094444444444,41.6959,245.8,left,,straight,Via Ancona,ok
13.0,43.493658333333336,13.501097222222223,41.8682,81.3,left,,straight,Via Ancona,ok
13.1,43.49364722222222,13.5011,42.7682,81.0,left,,straight,Via Ancona,ok
13.2,43.493636111111115,13.501102777777778,42.6219,176.2,left,,straight,Via Ancona,ok
13.3,43.493636111111115,13.501102777777778,42.6219,161.5,left,,straight,Via Ancona,ok
13.4,43.49361388888889,13.501108333333333,43.222,188.5,left,,straight,Via Ancona,ok
13.5,43.49360277777778,13.501111111111111,43.3646,511.2,left,,straight,Via Ancona,ok
13.6,43.49359166666667,13.50111388888889,43.2238,,straight,,straight,Via Ancona,ok
13.7,43.49358055555555,13.501116666666666,0.0,,straight,,straight,Via Ancona,ok
13.8,43.49356944444445,13.501119444444445,43.6683,,straight,,straight,Via Ancona,ok
13.9,43.49355833333333,13.501125,44.311,158.5,left,,straight,Via Ancona,ok
14.0,43.493547222222226,13.501127777777779,44.5591,315.2,left,,straight,Via Ancona,ok
14.1,43.49353611111111,13.501130555555555,45.0258,447.9,left,,straight,Via Ancona,ok
14.2,43.493525,13.501133333333334,45.1684,495.8,left,,straight,Via Ancona,ok
14.3,43.493525,13.501133333333334,45.1684,126.1,left,,straight,Via Ancona,ok
14.4,43.49350277777778,13.501141666666667,45.6611,76.5,left,,straight,Via Ancona,ok
14.5,43.49349166666667,13.501147222222222,45.9074,,straight,,straight,Via Ancona,ok
14.6,43.49348055555556,13.50115,0.0,,straight,,straight,Via Ancona,ok
14.7,43.49346944444444,13.501155555555556,46.1815,,straight,,straight,Via Ancona,ok
14.8,43.493458333333336,13.501158333333333,46.7482,97.3,left,,straight,Via Ancona,ok
14.9,43.49344722222222,13.50116388888889,46.3704,88.9,left,,straight,Via Ancona,ok
15.0,43.49343611111111,13.501166666666666,46.7982,360.4,left,,straight,Via Ancona,ok
15.2,43.49342222222222,13.501172222222221,47.6149,339.3,left,,straight,Via Ancona,ok
15.3,43.4934,13.501183333333334,48.1372,348.2,left,,straight,Via Ancona,ok
15.4,43.4934,13.501183333333334,48.1372,,straight,,straight,Via Ancona,ok
15.5,43.493375,13.501194444444444,0.0,,straight,,straight,Via Ancona,ok
15.6,43.49336388888889,13.5012,48.915,,straight,,straight,Via Ancona,ok
15.7,43.49335277777778,13.501205555555556,49.3206,160.2,left,,straight,Via Ancona,ok
15.8,43.493341666666666,13.501211111111111,49.2262,182.2,left,,straight,Via Ancona,ok
15.9,43.49332777777778,13.501216666666666,49.2113,602.5,left,,straight,Via Ancona,ok
16.0,43.493316666666665,13.501222222222221,48.2427,767.8,left,,straight,Via Ancona,ok
16.1,43.49330555555556,13.501227777777778,48.3242,355.0,left,,straight,Via Ancona,ok
16.3,43.49328333333334,13.501238888888889,47.6557,711.1,left,,straight,Via Ancona,ok
16.4,43.49328333333334,13.501238888888889,47.6557,187.3,right,,straight,Via Ancona,ok
16.5,43.49326111111111,13.50125,47.6797,,straight,,straight,Via Ancona,ok
16.6,43.49325,13.501258333333332,0.0,,straight,,straight,Via Ancona,ok
16.7,43.49323888888889,13.50126388888889,48.9465,,straight,,straight,Via Ancona,ok
16.8,43.493225,13.501269444444445,0.0,,straight,,straight,Via Ancona,ok
16.9,43.49321388888889,13.501277777777778,50.1225,,straight,,straight,Via Ancona,ok
17.0,43.49320277777778,13.501283333333333,50.5096,,straight,,straight,Via Ancona,ok
17.1,43.49319166666667,13.501288888888888,0.0,,straight,,straight,Via Ancona,ok
17.2,43.49317777777778,13.501294444444444,50.843,,straight,,straight,Via Ancona,ok
17.3,43.49317777777778,13.501294444444444,50.843,437.4,right,,straight,Via Ancona,ok
17.4,43.49315555555555,13.501308333333334,50.6429,293.1,right,,straight,Via Ancona,ok
17.5,43.493141666666666,13.50131388888889,51.1226,,straight,,straight,Via Ancona,ok
17.6,43.49313055555556,13.501319444444444,0.0,,straight,,straight,Via Ancona,ok
17.7,43.493116666666666,13.501327777777778,51.0189,,straight,,straight,Via Ancona,ok
17.8,43.49310555555556,13.501333333333333,51.43,380.7,left,,straight,Via Ancona,ok
17.9,43.493091666666665,13.501338888888888,51.0541,195.8,left,,straight,Via Ancona,ok
18.0,43.49308055555556,13.501347222222222,51.5041,188.4,left,,straight,Via Ancona,ok
18.1,43.493069444444444,13.501352777777777,51.7578,602.7,right,,straight,Via Ancona,ok
18.3,43.49304444444444,13.501366666666666,52.0875,376.8,right,,straight,Via Ancona,ok
18.4,43.49304444444444,13.501366666666666,52.0875,290.9,left,,straight,Via Ancona,ok
18.5,43.49301944444444,13.501377777777778,51.5523,381.6,left,,straight,Via Ancona,ok
18.6,43.493008333333336,13.501386111111112,50.9689,1158.9,right,,straight,Via Ancona,ok
18.7,43.49299444444445,13.501391666666667,50.9893,1159.3,right,,straight,Via Ancona,ok
18.8,43.492983333333335,13.501397222222222,51.0022,1475.9,right,,straight,Via Ancona,ok
18.9,43.49297222222222,13.501405555555555,51.556,,straight,,straight,Via Ancona,ok
19.0,43.492958333333334,13.50141111111111,50.78,,straight,,straight,Via Ancona,ok
19.2,43.49293611111111,13.501422222222223,50.7337,,straight,,straight,Via Ancona,ok
19.3,43.49293611111111,13.501422222222223,50.7337,646.0,right,,straight,Via Ancona,ok
19.4,43.49291111111111,13.501436111111111,50.6226,1239.5,left,,straight,Via Ancona,ok
19.5,43.4929,13.501441666666667,50.6374,732.7,left,,straight,Via Ancona,ok
19.6,43.49288611111111,13.501447222222222,50.9893,811.5,right,,straight,Via Ancona,ok
19.7,43.492875,13.501455555555555,50.7115,,straight,,straight,Via Ancona,ok
19.8,43.49286388888889,13.50146111111111,0.0,,straight,,straight,Via Ancona,ok
19.9,43.492850000000004,13.501466666666667,50.2485,,straight,,straight,Via Ancona,ok
20.0,43.49283888888889,13.501472222222223,50.0003,884.2,left,,straight,Via Ancona,ok
20.1,43.49282777777778,13.501480555555556,50.0003,274.4,right,,straight,Via Ancona,ok
20.2,43.49281388888889,13.501486111111111,49.2132,270.1,right,,straight,Via Ancona,ok
20.3,43.49281388888889,13.501486111111111,49.2132,,straight,,straight,Via Ancona,ok
20.4,43.49279166666667,13.501497222222222,48.978,,straight,,straight,Via Ancona,ok
20.5,43.492780555555555,13.501502777777779,48.1261,464.2,right,,straight,Via Ancona,ok
20.6,43.49276944444445,13.501508333333334,48.3502,384.8,right,,straight,Via Ancona,ok
20.7,43.492758333333335,13.501513888888889,47.7594,262.1,left,,straight,Via Ancona,ok
20.8,43.49274444444445,13.501519444444444,48.2224,807.9,right,,straight,Via Ancona,ok
20.9,43.492733333333334,13.501525,47.3519,158.7,right,,straight,Via Ancona,ok
21.0,43.49272222222222,13.501530555555556,47.3519,,straight,,straight,Via Ancona,ok
21.2,43.4927,13.501541666666666,47.1816,549.5,left,,straight,Via Ancona,ok
21.3,43.49268888888889,13.501547222222221,47.1427,394.9,left,,straight,Via Ancona,ok
21.4,43.49268888888889,13.501547222222221,47.1427,,straight,,straight,Via Ancona,ok
21.5,43.492666666666665,13.501558333333334,46.4019,,straight,,straight,Via Ancona,ok
21.6,43.49265555555556,13.501563888888889,0.0,,straight,,straight,Via Ancona,ok
21.7,43.492644444444444,13.501569444444444,45.5777,,straight,,straight,Via Ancona,ok
21.8,43.49263333333334,13.501575,0.0,,straight,,straight,Via Ancona,ok
21.9,43.492622222222224,13.501580555555556,45.124,,straight,,straight,Via Ancona,ok
22.0,43.49261388888889,13.501586111111111,45.0684,843.9,left,,straight,Via Ancona,ok
22.1,43.492602777777776,13.501591666666666,45.0184,895.6,left,,straight,Via Ancona,ok
22.2,43.49259166666667,13.501597222222221,45.0129,242.8,right,,straight,Via Ancona,ok
22.3,43.49259166666667,13.501597222222221,45.0129,280.9,left,,straight,Via Ancona,ok
22.4,43.49256944444445,13.501605555555555,44.2202,879.7,left,,straight,Via Ancona,ok
22.5,43.492558333333335,13.501611111111112,44.2295,361.0,right,,straight,Via Ancona,ok
22.6,43.49254722222222,13.501616666666667,43.5942,495.6,right,,straight,Via Ancona,ok
22.8,43.49252777777778,13.501627777777777,43.4183,178.7,right,,straight,Via Ancona,ok
22.9,43.49251666666667,13.501630555555556,43.4609,101.7,right,,straight,Via Ancona,ok
23.0,43.49250555555555,13.501636111111111,43.6127,420.7,right,,straight,Via Ancona,ok
23.1,43.492494444444446,13.501641666666666,43.3887,,straight,,straight,Via Ancona,ok
23.2,43.49248611111111,13.501644444444445,0.0,,straight,,straight,Via Ancona,ok
23.3,43.492475,13.50165,43.559,,straight,,straight,Via Ancona,ok
23.4,43.492475,13.50165,43.559,330.1,right,,straight,Via Ancona,ok
23.5,43.49245277777778,13.501658333333333,43.0886,167.3,right,,straight,Via Ancona,ok
23.6,43.492441666666664,13.501663888888888,43.172,343.6,right,,straight,Via Ancona,ok
23.7,43.49243333333333,13.501669444444444,43.172,129.6,right,,straight,Via Ancona,ok
23.8,43.492422222222224,13.501672222222222,43.046,108.7,right,,straight,Via Ancona,ok
23.9,43.49241111111111,13.501677777777777,42.4775,346.7,right,,straight,Via Ancona,ok
24.0,43.4924,13.501680555555556,42.7201,,straight,,straight,Via Ancona,ok
24.1,43.49239166666667,13.50168611111111,0.0,,straight,,straight,Via Ancona,ok
24.2,43.492380555555556,13.50168888888889,42.1552,,straight,,straight,Via Ancona,ok
24.3,43.49236944444444,13.501691666666666,42.2978,1496.0,right,,straight,Via Ancona,ok
24.4,43.49236944444444,13.501691666666666,42.2978,,straight,,straight,Via Ancona,ok
24.5,43.49235,13.5017,42.0404,,straight,,straight,Via Ancona,ok
24.6,43.49233888888889,13.501702777777778,42.0404,114.4,right,,straight,Via Ancona,ok
24.7,43.49232777777778,13.501708333333333,41.207,133.8,right,,straight,Via Ancona,ok
24.8,43.49231944444445,13.501711111111112,40.831,464.2,left,,straight,Via Ancona,ok
24.9,43.492308333333334,13.501713888888888,40.5366,88.4,right,,straight,Via Ancona,ok
25.0,43.4923,13.501716666666667,40.2236,129.3,right,,straight,Via Ancona,ok
25.1,43.492288888888886,13.501719444444445,40.1421,209.5,left,,straight,Via Ancona,ok
25.2,43.49228055555556,13.501722222222222,39.8087,745.4,left,,straight,Via Ancona,ok
25.3,43.492269444444446,13.501727777777777,39.6884,1052.8,left,,straight,Via Ancona,ok
25.4,43.492269444444446,13.501727777777777,39.6884,191.4,right,,straight,Via Ancona,ok
25.5,43.49225,13.501733333333334,39.5624,75.0,right,,straight,Via Ancona,ok
25.6,43.49223888888889,13.50173611111111,39.1883,84.3,right,,straight,Via Ancona,ok
25.7,43.49223055555556,13.50173888888889,39.268,110.6,right,,straight,Via Ancona,ok
25.8,43.492219444444444,13.501741666666666,38.6661,157.8,right,,straight,Via Ancona,ok
25.9,43.49221111111111,13.501744444444444,38.1605,379.6,right,,straight,Via Ancona,ok
26.0,43.49220277777778,13.501744444444444,37.6345,151.6,right,,straight,Via Ancona,ok
26.1,43.49219166666667,13.501747222222223,37.1604,231.9,right,,straight,Via Ancona,ok
26.2,43.49218333333334,13.50175,35.6566,258.0,right,,straight,Via Ancona,ok
26.3,43.492175,13.501752777777778,33.9194,211.7,right,,straight,Via Ancona,ok
26.4,43.492175,13.501752777777778,33.9194,211.7,left,,straight,Via Ancona,ok
26.5,43.492158333333336,13.501755555555556,31.5988,628.6,left,,straight,Via Ancona,ok
26.6,43.492152777777775,13.501758333333333,30.495,1078.5,right,,straight,Via Ancona,ok
26.7,43.49214444444445,13.501761111111112,30.1913,99.1,right,,straight,Via Ancona,ok
26.8,43.492136111111115,13.501761111111112,28.7208,39.4,right,,straight,Via Ancona,ok
26.9,43.492130555555555,13.501763888888888,27.1355,59.2,right,,straight,Via Ancona,ok
27.0,43.49212222222222,13.501763888888888,26.0447,93.1,right,,straight,Via Ancona,ok
27.1,43.49211666666667,13.501766666666667,25.0705,64.4,right,,straight,Via Ancona,ok
27.2,43.492111111111114,13.501766666666667,23.9612,,straight,,straight,Via Ancona,ok
27.3,43.492105555555554,13.501766666666667,23.263,104.3,left,,straight,Via Ancona,ok
27.4,43.492105555555554,13.501766666666667,23.263,16.6,right,,straight,Via Ancona,ok
27.5,43.49209444444445,13.501769444444445,20.7591,21.2,right,,straight,Via Ancona,ok
27.6,43.49208888888889,13.501769444444445,19.8127,95.6,right,,straight,Via Ancona,ok
27.7,43.49208333333333,13.501769444444445,18.7719,13.5,right,,straight,Via Ancona,ok
27.8,43.49207777777778,13.501769444444445,18.0811,17.8,right,,straight,Via Ancona,ok
27.9,43.492075,13.501769444444445,17.0199,35.6,left,,straight,Via Ancona,ok
28.0,43.492069444444446,13.501769444444445,15.9457,10.5,left,,straight,Via Ancona,ok
28.1,43.492066666666666,13.501769444444445,14.7086,18.8,left,,straight,Via Ancona,ok
28.2,43.49206111111111,13.501769444444445,14.7086,29.4,left,,straight,Via Ancona,ok
28.3,43.49205833333333,13.501769444444445,13.5252,27.1,left,,straight,Via Ancona,ok
28.4,43.49205833333333,13.501769444444445,13.5252,26.1,right,,straight,Via Ancona,ok
28.5,43.49205277777778,13.501769444444445,13.2437,6.6,right,,straight,Via Ancona,ok
28.6,43.49205,13.501769444444445,12.2213,13.9,left,,straight,Via Ancona,ok
28.7,43.492044444444446,13.501769444444445,11.7806,11.5,left,,straight,Via Ancona,ok
28.8,43.492041666666665,13.501769444444445,11.6843,18.7,right,,straight,Via Ancona,ok
28.9,43.49203888888889,13.501769444444445,11.0342,18.2,right,,straight,Via Ancona,ok
29.0,43.49203611111111,13.501769444444445,10.3286,7.8,right,,straight,Via Ancona,ok
29.1,43.49203333333333,13.501769444444445,10.3286,10.0,left,,straight,Via Ancona,ok
29.2,43.49203333333333,13.501769444444445,9.8063,19.8,left,,straight,Via Ancona,ok
29.3,43.49203055555556,13.501769444444445,8.8414,16.5,right,,straight,Via Ancona,ok
29.4,43.49203055555556,13.501769444444445,8.8414,39.1,left,,straight,Via Ancona,ok
29.6,43.492025,13.501769444444445,8.2377,12.1,right,,straight,Via Ancona,ok
29.7,43.492022222222225,13.501769444444445,7.6136,11.7,right,,straight,Via Ancona,ok
29.8,43.492022222222225,13.501769444444445,7.2506,164.9,right,,straight,Via Ancona,ok
29.9,43.492019444444445,13.501769444444445,6.6431,7.4,right,,straight,Via Ancona,ok
30.0,43.492016666666665,13.501769444444445,6.0042,2.7,left,,straight,Via Ancona,ok
30.0,43.49201388888889,13.501769444444445,4.6522,5.6,left,,straight,Via Ancona,ok
30.3,43.49201388888889,13.501769444444445,4.6522,25.8,right,,straight,Via Ancona,ok
30.7,43.49201111111111,13.501769444444445,2.6465,31.4,left,,straight,Via Ancona,ok
31.0,43.49201111111111,13.501769444444445,3.7503,2.1,right,,straight,Via Ancona,ok
31.0,43.49200833333333,13.501769444444445,1.7816,,straight,,straight,Via Ancona,ok
31.4,43.49200833333333,13.501769444444445,0.0019,,straight,,straight,Via Ancona,ok
32.0,43.49200833333333,13.501769444444445,0.0,,straight,,straight,Via Ancona,ok
32.3,43.49200833333333,13.501769444444445,0.0,,straight,,straight,Via Ancona,ok
33.0,43.49200833333333,13.501766666666667,0.0019,,straight,,straight,Via Ancona,ok
33.3,43.49200833333333,13.501766666666667,0.0,,straight,,straight,Via Ancona,ok
34.0,43.49200833333333,13.501766666666667,0.0019,,straight,,straight,Via Ancona,ok
